,Date,Change,Price
3760,4/5/01,13.1%,8.727384875282038
3761,4/6/01,-6.0%,8.203741782765116
3762,4/9/01,2.3%,8.392427843768713
3763,4/10/01,8.1%,9.07221449911398
3764,4/11/01,-0.7%,9.00870899762018
3765,4/12/01,4.5%,9.414100902513088
3766,4/16/01,-1.1%,9.310545792585444
3767,4/17/01,3.1%,9.599172712155593
3768,4/18/01,11.7%,10.722275919477797
3769,4/19/01,3.7%,11.119000128498474
3770,4/20/01,-2.6%,10.829906125157514
3771,4/23/01,-4.6%,10.331730443400268
3772,4/24/01,-3.7%,9.949456416994458
3773,4/25/01,4.8%,10.427030325010193
3774,4/26/01,1.4%,10.573008749560335
3775,4/27/01,4.5%,11.04879414329055
3776,4/30/01,-0.9%,10.949354996000935
3777,5/1/01,4.0%,11.387329195840973
3778,5/2/01,0.2%,11.410103854232656
3779,5/3/01,-4.4%,10.908059284646418
3780,5/4/01,4.3%,11.377105833886214
3781,5/7/01,-0.8%,11.286088987215123
3782,5/8/01,-0.6%,11.218372453291833
3783,5/9/01,-1.3%,11.07253361139904
3784,5/10/01,-0.1%,11.06146107778764
3785,5/11/01,-2.3%,10.807047472998525
3786,5/14/01,0.7%,10.882696805309513
3787,5/15/01,0.1%,10.893579502114822
3788,5/16/01,8.5%,11.81953375979458
3789,5/17/01,0.8%,11.914090029872938
3790,5/18/01,0.8%,12.00940275011192
3791,5/21/01,4.8%,12.585854082117294
3792,5/22/01,-0.8%,12.485167249460355
3793,5/23/01,-4.7%,11.898364388735718
3794,5/24/01,0.9%,12.005449668234338
3795,5/25/01,-3.6%,11.5732534801779
3796,5/29/01,-2.4%,11.29549539665363
3797,5/30/01,-4.6%,10.775902608407563
3798,5/31/01,1.8%,10.969868855358898
3799,6/1/01,1.1%,11.090537412767844
3800,6/4/01,1.5%,11.25689547395936
3801,6/5/01,3.9%,11.695914397443776
3802,6/6/01,-3.2%,11.321645136725575
3803,6/7/01,1.6%,11.502791458913185
3804,6/8/01,-2.8%,11.180713298063615
3805,6/11/01,-2.6%,10.890014752313961
3806,6/12/01,0.3%,10.922684796570902
3807,6/13/01,-3.4%,10.551313513487491
3808,6/14/01,-5.3%,9.992093897272653
3809,6/15/01,-1.4%,9.852204582710836
3810,6/18/01,-1.5%,9.704421513970173
3811,6/19/01,1.0%,9.801465729109875
3812,6/20/01,2.6%,10.056303838066732
3813,6/21/01,3.4%,10.398218168561002
3814,6/22/01,-2.9%,10.096669841672732
3815,6/25/01,-1.7%,9.925026454364295
3816,6/26/01,-0.5%,9.875401322092474
3817,6/27/01,-1.4%,9.73714570358318
3818,6/28/01,3.7%,10.097420094615757
3819,6/29/01,-0.4%,10.057030414237294
3820,7/2/01,2.9%,10.348684296250175
3821,7/3/01,-0.5%,10.296940874768923
3822,7/5/01,-3.7%,9.915954062402474
3823,7/6/01,-7.0%,9.2218372780343
3824,7/9/01,2.0%,9.406274023594987
3825,7/10/01,-4.3%,9.001804240580402
3826,7/11/01,-0.4%,8.96579702361808
3827,7/12/01,7.1%,9.602368612294963
3828,7/13/01,1.9%,9.784813615928567
3829,7/16/01,-3.3%,9.461914766602924
3830,7/17/01,3.0%,9.74577220960101
3831,7/18/01,-1.7%,9.580094082037794
3832,7/19/01,1.8%,9.752535775514474
3833,7/20/01,-1.1%,9.645257881983815
3834,7/23/01,-5.0%,9.162994987884623
3835,7/24/01,-4.9%,8.714008233478276
3836,7/25/01,4.8%,9.132280628685233
3837,7/26/01,3.1%,9.415381328174474
3838,7/27/01,0.8%,9.49070437879987
3839,7/30/01,-0.4%,9.452741561284672
3840,7/31/01,1.6%,9.603985426265227
3841,8/1/01,1.2%,9.71923325138041
3842,8/2/01,1.2%,9.835864050396976
3843,8/3/01,-1.6%,9.678490225590625
3844,8/6/01,-3.5%,9.339743067694954
3845,8/7/01,0.9%,9.423800755304208
3846,8/8/01,-5.2%,8.93376311602839
3847,8/9/01,0.0%,8.93376311602839
3848,8/10/01,1.7%,9.08563708900087
3849,8/13/01,0.3%,9.112894000267872
3850,8/14/01,-1.2%,9.003539272264657
3851,8/15/01,-2.2%,8.805461408274834
3852,8/16/01,0.9%,8.884710560949307
3853,8/17/01,-5.0%,8.44047503290184
3854,8/20/01,2.4%,8.643046433691485
3855,8/21/01,-3.7%,8.3232537156449
3856,8/22/01,2.1%,8.498042043673442
3857,8/23/01,-0.8%,8.430057707324053
3858,8/24/01,5.9%,8.927431112056173
3859,8/27/01,-1.5%,8.79351964537533
3860,8/28/01,-4.5%,8.39781126133344
3861,8/29/01,-3.3%,8.120683489709435
3862,8/30/01,-5.1%,7.706528631734253
3863,8/31/01,1.2%,7.799006975315064
3864,9/4/01,-0.3%,7.775609954389118
3865,9/5/01,-0.3%,7.752283124525951
3866,9/6/01,-6.7%,7.232880155182713
3867,9/7/01,-5.6%,6.82783886649248
3868,9/10/01,1.8%,6.950739966089345
3869,9/17/01,-14.8%,5.922030451108122
3870,9/18/01,-1.8%,5.815433902988175
3871,9/19/01,-4.9%,5.530477641741754
3872,9/20/01,-9.3%,5.016143221059771
3873,9/21/01,-5.7%,4.730223057459364
3874,9/24/01,11.6%,5.278928932124651
3875,9/25/01,2.6%,5.416181084359892
3876,9/26/01,-1.5%,5.334938368094494
3877,9/27/01,3.4%,5.516326272609707
3878,9/28/01,6.6%,5.880403806601947
3879,10/1/01,-0.7%,5.839240979955734
3880,10/2/01,3.7%,6.0552928962140955
3881,10/3/01,6.0%,6.418610469986942
3882,10/4/01,-0.7%,6.373680196697033
3883,10/5/01,0.5%,6.405548597680518
3884,10/8/01,-2.5%,6.245409882738505
3885,10/9/01,-1.6%,6.1454833246146885
3886,10/10/01,6.9%,6.569521674013102
3887,10/11/01,4.6%,6.871719671017705
3888,10/12/01,-1.6%,6.761772156281422
3889,10/15/01,-0.5%,6.727963295500015
3890,10/16/01,2.1%,6.869250524705515
3891,10/17/01,-5.6%,6.484572495322006
3892,10/18/01,-2.4%,6.328942755434277
3893,10/19/01,1.3%,6.411219011254922
3894,10/22/01,4.6%,6.706135085772649
3895,10/23/01,-1.4%,6.612249194571832
3896,10/24/01,0.1%,6.618861443766403
3897,10/25/01,4.1%,6.890234762960825
3898,10/26/01,1.2%,6.972917580116355
3899,10/29/01,-7.2%,6.470867514347977
3900,10/30/01,-5.1%,6.14085327111623
3901,10/31/01,0.0%,6.14085327111623
3902,11/1/01,6.9%,6.56457214682325
3903,11/2/01,0.9%,6.623653296144658
3904,11/5/01,4.3%,6.908470387878878
3905,11/6/01,4.3%,7.205534614557669
3906,11/7/01,-0.7%,7.155095872255765
3907,11/8/01,0.7%,7.2051815433615545
3908,11/9/01,0.5%,7.2412074510783615
3909,11/12/01,-0.6%,7.197760206371892
3910,11/13/01,5.6%,7.600834777928718
3911,11/14/01,0.6%,7.64643978659629
3912,11/15/01,0.2%,7.661732666169483
3913,11/16/01,-0.9%,7.592777072173957
3914,11/19/01,3.2%,7.835745938483524
3915,11/20/01,-2.2%,7.663359527836886
3916,11/21/01,-1.5%,7.548409134919333
3917,11/23/01,3.5%,7.812603454641509
3918,11/26/01,1.8%,7.9532303168250555
3919,11/27/01,-2.0%,7.794165710488555
3920,11/28/01,-5.4%,7.373280762122173
3921,11/29/01,3.1%,7.601852465747959
3922,11/30/01,-0.2%,7.586648760816463
3923,12/3/01,-2.5%,7.396982541796052
3924,12/4/01,3.9%,7.685464860926097
3925,12/5/01,6.8%,8.208076471469072
3926,12/6/01,-0.8%,8.142411859697319
3927,12/7/01,-2.3%,7.955136386924281
3928,12/10/01,-4.8%,7.573289840351915
3929,12/11/01,-0.9%,7.505130231788748
3930,12/12/01,0.1%,7.512635362020536
3931,12/13/01,-4.7%,7.15954150000557
3932,12/14/01,1.0%,7.231136915005626
3933,12/17/01,3.0%,7.448071022455795
3934,12/18/01,2.3%,7.619376655972277
3935,12/19/01,1.7%,7.748906059123805
3936,12/20/01,-2.5%,7.55518340764571
3937,12/21/01,1.3%,7.653400791945103
3938,12/24/01,-0.1%,7.645747391153158
3939,12/26/01,1.2%,7.737496359846996
3940,12/27/01,2.1%,7.8999837834037825
3941,12/28/01,1.0%,7.978983621237821
3942,12/31/01,-3.4%,7.707698178115734
3943,1/2/02,1.7%,7.838729047143701
3944,1/3/02,2.7%,8.05037473141658
3945,1/4/02,1.9%,8.203331851313495
3946,1/7/02,-2.0%,8.039265214287225
3947,1/8/02,-1.0%,7.958872562144353
3948,1/9/02,-1.4%,7.847448346274332
3949,1/10/02,0.4%,7.878838139659429
3950,1/11/02,-2.9%,7.650351833609306
3951,1/14/02,-1.9%,7.504995148770729
3952,1/15/02,2.0%,7.655095051746144
3953,1/16/02,-4.9%,7.279995394210582
3954,1/17/02,3.0%,7.4983952560369
3955,1/18/02,-3.0%,7.273443398355792
3956,1/22/02,-2.3%,7.106154200193608
3957,1/23/02,2.4%,7.276701900998256
3958,1/24/02,1.1%,7.356745621909235
3959,1/25/02,0.3%,7.378815858774963
3960,1/28/02,-0.1%,7.371437042916187
3961,1/29/02,-8.6%,6.737493457225395
3962,1/30/02,3.6%,6.980043221685509
3963,1/31/02,4.5%,7.294145166661357
3964,2/1/02,-2.1%,7.140968118161468
3965,2/4/02,-7.4%,6.612536477417519
3966,2/5/02,-1.2%,6.533186039688509
3967,2/6/02,-1.8%,6.415588690974116
3968,2/7/02,-0.9%,6.357848392755349
3969,2/8/02,4.5%,6.643951570429339
3970,2/11/02,4.3%,6.9296414879578
3971,2/12/02,-1.2%,6.846485790102306
3972,2/13/02,3.1%,7.058726849595477
3973,2/14/02,-0.5%,7.0234332153475
3974,2/15/02,-3.3%,6.791659919241032
3975,2/19/02,-5.7%,6.404535303844293
3976,2/20/02,4.1%,6.667121251301909
3977,2/21/02,-4.7%,6.353766552490719
3978,2/22/02,2.4%,6.5062569497504965
3979,2/25/02,5.4%,6.857594825037023
3980,2/26/02,0.0%,6.857594825037023
3981,2/27/02,0.2%,6.871310014687097
3982,2/28/02,-0.8%,6.8163395345696
3983,3/1/02,6.8%,7.279850622920334
3984,3/4/02,5.8%,7.702081959049713
3985,3/5/02,-2.0%,7.5480403198687185
3986,3/6/02,4.4%,7.880154093942942
3987,3/7/02,-1.4%,7.7698319366277415
3988,3/8/02,1.7%,7.901919079550412
3989,3/11/02,1.0%,7.980938270345916
3990,3/12/02,-0.7%,7.925071702453495
3991,3/13/02,-2.9%,7.695244623082344
3992,3/14/02,-0.3%,7.6721588892130965
3993,3/15/02,3.4%,7.933012291446342
3994,3/18/02,-0.2%,7.917146266863449
3995,3/19/02,1.2%,8.012152022065811
3996,3/20/02,-4.7%,7.635580877028717
3997,3/21/02,0.4%,7.666123200536832
3998,3/22/02,-1.3%,7.566463598929853
3999,3/25/02,-4.5%,7.225972736978009
4000,3/26/02,1.8%,7.356040246243613
4001,3/27/02,1.6%,7.4737368901835115
4002,3/28/02,0.7%,7.526053048414795
4003,4/1/02,-0.3%,7.50347488926955
4004,4/2/02,-2.6%,7.308384542148541
4005,4/3/02,-3.0%,7.089133005884085
4006,4/4/02,0.2%,7.103311271895853
4007,4/5/02,-1.0%,7.032278159176895
4008,4/8/02,0.7%,7.081504106291132
4009,4/9/02,-2.0%,6.939874024165309
4010,4/10/02,3.4%,7.17582974098693
4011,4/11/02,-7.1%,6.6663458293768585
4012,4/12/02,2.0%,6.799672745964396
4013,4/15/02,-2.3%,6.643280272807215
4014,4/16/02,7.0%,7.10830989190372
4015,4/17/02,-0.6%,7.065660032552298
4016,4/18/02,-0.4%,7.037397392422089
4017,4/19/02,0.2%,7.051472187206933
4018,4/22/02,-4.7%,6.720052994408207
4019,4/23/02,-1.9%,6.5923719875144515
4020,4/24/02,-2.2%,6.447339803789133
4021,4/25/02,-0.5%,6.415103104770187
4022,4/26/02,-4.2%,6.145668774369839
4023,4/29/02,-3.1%,5.9551530423643735
4024,4/30/02,3.2%,6.145717939720034
4025,5/1/02,2.7%,6.311652324092474
4026,5/2/02,-0.5%,6.280094062472012
4027,5/3/02,-3.1%,6.085411146535379
4028,5/6/02,-5.8%,5.732457300036327
4029,5/7/02,-0.9%,5.680865184336
4030,5/8/02,11.3%,6.3228029501659675
4031,5/9/02,-4.3%,6.050922423308831
4032,5/10/02,-5.0%,5.748376302143389
4033,5/13/02,5.6%,6.070285375063419
4034,5/14/02,6.3%,6.452713353692413
4035,5/15/02,-1.6%,6.349469940033335
4036,5/16/02,1.9%,6.470109868893967
4037,5/17/02,2.4%,6.625392505747422
4038,5/20/02,-4.0%,6.360376805517525
4039,5/21/02,-3.3%,6.150484370935446
4040,5/22/02,1.7%,6.255042605241348
4041,5/23/02,3.1%,6.44894892600383
4042,5/24/02,-3.7%,6.2103378157416875
4043,5/28/02,-2.6%,6.048869032532403
4044,5/29/02,-1.9%,5.9339405209142875
4045,5/30/02,-0.8%,5.886468996746973
4046,5/31/02,0.7%,5.927674279724201
4047,6/3/02,-7.5%,5.483098708744886
4048,6/4/02,0.0%,5.483098708744886
4049,6/5/02,2.8%,5.636625472589743
4050,6/6/02,-5.9%,5.304064569706948
4051,6/7/02,-0.5%,5.277544246858413
4052,6/10/02,0.9%,5.325042145080138
4053,6/11/02,-5.0%,5.058790037826131
4054,6/12/02,2.0%,5.159965838582654
4055,6/13/02,-3.1%,5.000006897586592
4056,6/14/02,-0.7%,4.965006849303485
4057,6/17/02,8.6%,5.391997438343585
4058,6/18/02,0.3%,5.408173430658615
4059,6/19/02,-5.0%,5.137764759125684
4060,6/20/02,-4.1%,4.927116404001531
4061,6/21/02,-5.1%,4.675833467397452
4062,6/24/02,1.1%,4.727267635538824
4063,6/25/02,-5.0%,4.490904253761882
4064,6/26/02,-0.7%,4.459467923985549
4065,6/27/02,5.3%,4.695819723956783
4066,6/28/02,-0.3%,4.6817322647849124
4067,7/1/02,-6.5%,4.377419667573894
4068,7/2/02,-6.3%,4.101642228516739
4069,7/3/02,1.9%,4.179573430858556
4070,7/5/02,11.0%,4.6393265082529975
4071,7/8/02,-3.6%,4.472310753955889
4072,7/9/02,-7.4%,4.141359758163153
4073,7/10/02,-10.2%,3.718941062830512
4074,7/11/02,2.2%,3.8007577662127834
4075,7/12/02,-2.0%,3.7247426108885278
4076,7/15/02,-1.1%,3.683770442168754
4077,7/16/02,-5.5%,3.4811630678494723
4078,7/17/02,1.7%,3.540342840002913
4079,7/18/02,-8.1%,3.253575069962677
4080,7/19/02,-11.3%,2.8859210870568948
4081,7/22/02,-9.9%,2.6002148994382623
4082,7/23/02,-8.1%,2.3895974925837633
4083,7/24/02,17.2%,2.80060826130817
4084,7/25/02,-1.7%,2.752997920865931
4085,7/26/02,5.1%,2.8934008148300934
4086,7/29/02,16.2%,3.3621317468325684
4087,7/30/02,1.3%,3.4058394595413914
4088,7/31/02,3.0%,3.508014643327633
4089,8/1/02,-8.8%,3.1993093547148015
4090,8/2/02,-6.9%,2.97855700923948
4091,8/5/02,-10.3%,2.671765637287814
4092,8/6/02,9.0%,2.9122245446437174
4093,8/7/02,6.1%,3.089870241866984
4094,8/8/02,9.8%,3.392677525569949
4095,8/9/02,1.1%,3.429996978351218
4096,8/12/02,-1.6%,3.3751170266975983
4097,8/13/02,-6.5%,3.1557344199622546
4098,8/14/02,12.1%,3.5375782847776875
4099,8/15/02,3.5%,3.6613935247449065
4100,8/16/02,-0.5%,3.643086557121182
4101,8/19/02,7.1%,3.9017457026767857
4102,8/20/02,-4.2%,3.7378723831643605
4103,8/21/02,3.8%,3.879911533724606
4104,8/22/02,4.2%,4.04286781814104
4105,8/23/02,-6.8%,3.7679528065074486
4106,8/26/02,2.2%,3.8508477682506124
4107,8/27/02,-4.2%,3.6891121619840863
4108,8/28/02,-5.4%,3.4899001052369454
4109,8/29/02,0.0%,3.4899001052369454
4110,8/30/02,-0.5%,3.472450604710761
4111,9/3/02,-12.5%,3.0383942791219156
4112,9/4/02,5.3%,3.199429175915377
4113,9/5/02,-4.8%,3.0458565754714386
4114,9/6/02,5.0%,3.1981494042450107
4115,9/9/02,3.0%,3.294093886372361
4116,9/10/02,2.2%,3.366563951872553
4117,9/11/02,0.0%,3.366563951872553
4118,9/12/02,-7.3%,3.1208047833858568
4119,9/13/02,1.0%,3.1520128312197153
4120,9/16/02,0.4%,3.164620882544594
4121,9/17/02,-5.9%,2.9779082504744627
4122,9/18/02,-1.4%,2.9362175349678203
4123,9/19/02,-9.0%,2.671957956820717
4124,9/20/02,0.7%,2.6906616625184614
4125,9/23/02,-4.2%,2.577653872692686
4126,9/24/02,-5.2%,2.443615871312666
4127,9/25/02,7.5%,2.6268870616611157
4128,9/26/02,5.5%,2.7713658500524767
4129,9/27/02,-9.7%,2.5025433625973865
4130,9/30/02,-4.4%,2.3924314546431016
4131,10/1/02,12.0%,2.679523229200274
4132,10/2/02,-7.0%,2.491956603156255
4133,10/3/02,-3.3%,2.4097220352520985
4134,10/4/02,-6.7%,2.248270658890208
4135,10/7/02,-5.8%,2.117870960674576
4136,10/8/02,5.2%,2.2280002506296537
4137,10/9/02,-8.2%,2.045304230078022
4138,10/10/02,10.5%,2.2600611742362147
4139,10/11/02,11.7%,2.5244883316218516
4140,10/14/02,2.1%,2.57750258658591
4141,10/15/02,14.2%,2.943507953881109
4142,10/16/02,-7.2%,2.731575381201669
4143,10/17/02,6.7%,2.9145909317421808
4144,10/18/02,1.8%,2.96705356851354
4145,10/21/02,5.1%,3.1183733005077308
4146,10/22/02,-3.2%,3.018585354891483
4147,10/23/02,2.0%,3.0789570619893127
4148,10/24/02,-4.6%,2.9373250371378044
4149,10/25/02,5.1%,3.0871286140318324
4150,10/28/02,-2.5%,3.0099503986810365
4151,10/29/02,-2.7%,2.9286817379166483
4152,10/30/02,2.9%,3.0136135083162308
4153,10/31/02,-1.6%,2.9653956921831712
4154,11/1/02,5.1%,3.116630872484513
4155,11/4/02,2.4%,3.1914300134241413
4156,11/5/02,2.3%,3.2648329037328963
4157,11/6/02,2.8%,3.3562482250374175
4158,11/7/02,-6.8%,3.128023345734873
4159,11/8/02,-2.6%,3.0466947387457664
4160,11/11/02,-6.3%,2.854752970204783
4161,11/12/02,2.3%,2.920412288519493
4162,11/13/02,0.0%,2.920412288519493
4163,11/14/02,7.4%,3.1365227978699357
4164,11/15/02,1.9%,3.196116731029464
4165,11/18/02,-3.1%,3.0970371123675506
4166,11/19/02,-1.2%,3.05987266701914
4167,11/20/02,5.8%,3.2373452817062502
4168,11/21/02,6.4%,3.4445353797354503
4169,11/22/02,-1.1%,3.4066454905583603
4170,11/25/02,0.7%,3.4304920089922684
4171,11/26/02,-6.2%,3.2178015044347474
4172,11/27/02,8.4%,3.4880968308072666
4173,11/29/02,0.0%,3.4880968308072666
4174,12/2/02,-1.4%,3.4392634751759648
4175,12/3/02,-4.5%,3.284496618793046
4176,12/4/02,-0.9%,3.2549361492239086
4177,12/5/02,-3.6%,3.137758447851848
4178,12/6/02,1.9%,3.1973758583610326
4179,12/9/02,-6.7%,2.9831516758508436
4180,12/10/02,4.2%,3.108444046236579
4181,12/11/02,0.2%,3.114660934329052
4182,12/12/02,-1.1%,3.0803996640514324
4183,12/13/02,-4.0%,2.957183677489375
4184,12/16/02,7.0%,3.1641865349136316
4185,12/17/02,-2.4%,3.0882460580757045
4186,12/18/02,-4.0%,2.9647162157526763
4187,12/19/02,-2.2%,2.8994924590061175
4188,12/20/02,3.9%,3.012572664907356
4189,12/23/02,0.5%,3.0276355282318925
4190,12/24/02,-1.7%,2.9761657242519504
4191,12/26/02,-0.9%,2.9493802327336827
4192,12/27/02,-4.8%,2.8078099815624658
4193,12/30/02,1.3%,2.8443115113227777
4194,12/31/02,0.2%,2.8500001343454233
4195,1/2/03,10.0%,3.135000147779966
4196,1/3/03,-0.2%,3.128730147484406
4197,1/6/03,6.7%,3.338355067365861
4198,1/7/03,-2.0%,3.2715879660185436
4199,1/8/03,-4.1%,3.137452859411783
4200,1/9/03,5.8%,3.3194251252576668
4201,1/10/03,0.0%,3.3194251252576668
4202,1/13/03,-0.4%,3.3061474247566363
4203,1/14/03,1.7%,3.362351930977499
4204,1/15/03,-4.3%,3.2177707979454664
4205,1/16/03,-1.2%,3.179157548370121
4206,1/17/03,-4.2%,3.0456329313385755
4207,1/21/03,-4.8%,2.8994425506343235
4208,1/22/03,-3.1%,2.8095598315646595
4209,1/23/03,3.1%,2.8966561863431637
4210,1/24/03,-8.8%,2.6417504419449656
4211,1/27/03,-4.9%,2.5123046702896623
4212,1/28/03,3.9%,2.610284552430959
4213,1/29/03,2.1%,2.6651005280320086
4214,1/30/03,-6.8%,2.4838736921258318
4215,1/31/03,4.0%,2.5832286398108653
4216,2/3/03,1.6%,2.624560298047839
4217,2/4/03,-4.2%,2.5143287655298296
4218,2/5/03,-1.6%,2.474099505281352
4219,2/6/03,-1.9%,2.4270916146810064
4220,2/7/03,-3.1%,2.3518517746258953
4221,2/10/03,2.3%,2.4059443654422905
4222,2/11/03,-2.5%,2.345795756306233
4223,2/12/03,-3.7%,2.2590013133229023
4224,2/13/03,-0.4%,2.2499653080696107
4225,2/14/03,6.4%,2.393963087786066
4226,2/18/03,5.8%,2.532812946877658
4227,2/19/03,-2.1%,2.479623874993227
4228,2/20/03,-2.8%,2.4101944064934164
4229,2/21/03,3.9%,2.5041919883466597
4230,2/24/03,-5.5%,2.366461428987593
4231,2/25/03,2.1%,2.4161571189963325
4232,2/26/03,-3.8%,2.3243431484744717
4233,2/27/03,3.6%,2.4080195018195525
4234,2/28/03,1.4%,2.4417317748450262
4235,3/3/03,-2.3%,2.3855719440235905
4236,3/4/03,-4.6%,2.275835634598505
4237,3/5/03,2.9%,2.3418348680018615
4238,3/6/03,-2.8%,2.2762634916978093
4239,3/7/03,2.5%,2.3331700789902543
4240,3/10/03,-7.8%,2.1511828128290147
4241,3/11/03,-2.5%,2.0974032425082894
4242,3/12/03,1.4%,2.1267668879034054
4243,3/13/03,10.3%,2.3458238773574562
4244,3/14/03,0.5%,2.3575529967442432
4245,3/17/03,10.6%,2.6074536143991334
4246,3/18/03,1.3%,2.641350511386322
4247,3/19/03,2.6%,2.710025624682366
4248,3/20/03,0.6%,2.7262857784304604
4249,3/21/03,6.9%,2.914399497142162
4250,3/24/03,-10.6%,2.6054731504450928
4251,3/25/03,3.6%,2.6992701838611164
4252,3/26/03,-1.6%,2.6560818609193384
4253,3/27/03,-0.5%,2.6428014516147416
4254,3/28/03,-1.7%,2.597873826937291
4255,3/31/03,-5.4%,2.457588640282677
4256,4/1/03,3.7%,2.548519419973136
4257,4/2/03,7.9%,2.749852454151014
4258,4/3/03,-1.5%,2.7086046673387485
4259,4/4/03,0.8%,2.7302735046774584
4260,4/7/03,0.3%,2.7384643251914906
4261,4/8/03,-0.5%,2.724772003565533
4262,4/9/03,-4.2%,2.6103315794157806
4263,4/10/03,1.9%,2.6599278794246803
4264,4/11/03,-1.1%,2.6306686727510087
4265,4/14/03,5.8%,2.7832474557705673
4266,4/15/03,1.9%,2.8361291574302077
4267,4/16/03,-3.7%,2.73119237860529
4268,4/17/03,4.6%,2.856827228021133
4269,4/21/03,-0.5%,2.8425430918810273
4270,4/22/03,6.5%,3.027308392853294
4271,4/23/03,2.5%,3.102991102674626
4272,4/24/03,-2.5%,3.02541632510776
4273,4/25/03,-4.1%,2.9013742557783417
4274,4/28/03,5.4%,3.0580484655903724
4275,4/29/03,1.0%,3.0886289502462763
4276,4/30/03,-0.3%,3.0793630633955376
4277,5/1/03,-0.2%,3.0732043372687463
4278,5/2/03,4.5%,3.2114985324458396
4279,5/5/03,-1.1%,3.1761720485889353
4280,5/6/03,2.5%,3.2555763498036585
4281,5/7/03,-1.5%,3.2067427045566035
4282,5/8/03,-3.0%,3.110540423419905
4283,5/9/03,4.3%,3.244293661626961
4284,5/12/03,3.7%,3.3643325271071585
4285,5/13/03,-0.8%,3.337417866890301
4286,5/14/03,-0.9%,3.3073811060882883
4287,5/15/03,2.4%,3.386758252634407
4288,5/16/03,-0.7%,3.3630509448659662
4289,5/19/03,-7.5%,3.110822124001019
4290,5/20/03,-0.4%,3.098378835505015
4291,5/21/03,1.2%,3.135559381531075
4292,5/22/03,2.7%,3.2202194848324135
4293,5/23/03,0.4%,3.233100362771743
4294,5/27/03,5.8%,3.4206201838125043
4295,5/28/03,0.6%,3.4411439049153794
4296,5/29/03,-1.1%,3.4032913219613103
4297,5/30/03,4.4%,3.5530361401276083
4298,6/2/03,1.1%,3.5921195376690114
4299,6/3/03,1.4%,3.6424092111963775
4300,6/4/03,4.6%,3.809960034911411
4301,6/5/03,1.2%,3.855679555330348
4302,6/6/03,-0.7%,3.8286897984430355
4303,6/9/03,-3.6%,3.690856965699086
4304,6/10/03,2.7%,3.790510103772961
4305,6/11/03,3.9%,3.938339997820106
4306,6/12/03,0.3%,3.950155017813566
4307,6/13/03,-3.0%,3.831650367279159
4308,6/16/03,6.7%,4.088370941886862
4309,6/17/03,0.3%,4.100636054712522
4310,6/18/03,-0.5%,4.080132874438959
4311,6/19/03,-4.6%,3.892446762214767
4312,6/20/03,0.3%,3.904124102501411
4313,6/23/03,-4.3%,3.73624676609385
4314,6/24/03,0.6%,3.758664246690413
4315,6/25/03,-2.5%,3.6646976405231526
4316,6/26/03,3.3%,3.7856326626604164
4317,6/27/03,-2.9%,3.6758493154432643
4318,6/30/03,-0.5%,3.657470068866048
4319,7/1/03,2.4%,3.7452493505188333
4320,7/2/03,3.5%,3.876333077786992
4321,7/3/03,-2.4%,3.7833010839201044
4322,7/7/03,5.7%,3.99894924570355
4323,7/8/03,1.1%,4.042937687406289
4324,7/9/03,-1.7%,3.9742077467203814
4325,7/10/03,-4.1%,3.8112652291048454
4326,7/11/03,2.9%,3.921791920748886
4327,7/14/03,1.7%,3.9884623834016164
4328,7/15/03,-1.0%,3.9485777595676
4329,7/16/03,-1.9%,3.8735547821358156
4330,7/17/03,-3.7%,3.7302332551967905
4331,7/18/03,3.5%,3.860791419128678
4332,7/21/03,-4.4%,3.690916596687016
4333,7/22/03,2.8%,3.7942622613942523
4334,7/23/03,0.2%,3.8018507859170407
4335,7/24/03,-2.1%,3.722011919412783
4336,7/25/03,5.2%,3.915556539222248
4337,7/28/03,-0.7%,3.888147643447692
4338,7/29/03,-2.2%,3.8026083952918426
4339,7/30/03,-0.5%,3.783595353315383
4340,7/31/03,0.9%,3.8176477114952214
4341,8/1/03,-3.1%,3.6993006324388693
4342,8/4/03,0.8%,3.7288950374983805
4343,8/5/03,-5.3%,3.5312636005109663
4344,8/6/03,0.6%,3.5524511821140323
4345,8/7/03,2.2%,3.630605108120541
4346,8/8/03,1.1%,3.6705417643098666
4347,8/11/03,1.0%,3.7072471819529653
4348,8/12/03,3.0%,3.8184645974115545
4349,8/13/03,-1.8%,3.7497322346581465
4350,8/14/03,2.0%,3.8247268793513096
4351,8/15/03,0.1%,3.8285516062306604
4352,8/18/03,2.7%,3.9319224995988877
4353,8/19/03,0.8%,3.963377879595679
4354,8/20/03,-0.6%,3.9395976123181047
4355,8/21/03,0.9%,3.9750539908289673
4356,8/22/03,-3.1%,3.851827317113269
4357,8/25/03,0.2%,3.8595309717474957
4358,8/26/03,0.9%,3.8942667504932227
4359,8/27/03,0.1%,3.8981610172437153
4360,8/28/03,1.8%,3.9683279155541022
4361,8/29/03,1.5%,4.027852834287414
4362,9/2/03,4.1%,4.192994800493198
4363,9/3/03,1.3%,4.247503732899609
4364,9/4/03,0.5%,4.268741251564106
4365,9/5/03,-1.9%,4.1876351677843875
4366,9/8/03,3.0%,4.313264222817919
4367,9/9/03,-2.5%,4.205432617247471
4368,9/10/03,-3.6%,4.054037043026562
4369,9/11/03,1.7%,4.122955672758013
4370,9/12/03,0.7%,4.1518163624673186
4371,9/15/03,-1.2%,4.10199456611771
4372,9/16/03,4.3%,4.278380332460771
