,Date,Change,Price
1926,12/30/93,-1.2%,1.7748806480490034
1927,12/31/93,-1.4%,1.7500323189763174
1928,1/3/94,-0.7%,1.737782092743483
1929,1/4/94,1.0%,1.755159913670918
1930,1/5/94,0.5%,1.7639357132392723
1931,1/6/94,-0.3%,1.7586439060995545
1932,1/7/94,1.8%,1.7902994964093464
1933,1/10/94,3.3%,1.8493793797908546
1934,1/11/94,-0.7%,1.8364337241323188
1935,1/12/94,0.0%,1.8364337241323188
1936,1/13/94,-1.1%,1.8162329531668633
1937,1/14/94,1.6%,1.8452926804175331
1938,1/17/94,-1.1%,1.8249944609329403
1939,1/18/94,0.6%,1.835944427698538
1940,1/19/94,0.0%,1.835944427698538
1941,1/20/94,0.4%,1.843288205409332
1942,1/21/94,-0.2%,1.8396016289985133
1943,1/24/94,-1.7%,1.8083284013055385
1944,1/25/94,-0.7%,1.7956701024963997
1945,1/26/94,1.5%,1.8226051540338455
1946,1/27/94,2.4%,1.8663476777306578
1947,1/28/94,1.0%,1.8850111545079644
1948,1/31/94,1.8%,1.9189413552891077
1949,2/1/94,-1.2%,1.8959140590256385
1950,2/2/94,1.5%,1.9243527699110228
1951,2/3/94,-0.8%,1.9089579477517347
1952,2/4/94,-6.7%,1.7810577652523685
1953,2/7/94,1.2%,1.802430458435397
1954,2/8/94,-0.4%,1.7952207366016553
1955,2/9/94,1.1%,1.8149681647042732
1956,2/10/94,-2.4%,1.7714089287513706
1957,2/11/94,0.9%,1.7873516091101327
1958,2/14/94,0.0%,1.7873516091101327
1959,2/15/94,1.5%,1.8141618832467845
1960,2/16/94,0.1%,1.815976045130031
1961,2/17/94,-1.6%,1.7869204284079505
1962,2/18/94,-1.6%,1.7583297015534234
1963,2/22/94,2.4%,1.8005296143907057
1964,2/23/94,-0.4%,1.793327495933143
1965,2/24/94,-4.1%,1.719801068599884
1966,2/25/94,1.1%,1.7387188803544824
1967,2/28/94,0.8%,1.7526286313973183
1968,3/1/94,-1.8%,1.7210813160321665
1969,3/2/94,0.4%,1.7279656412962952
1970,3/3/94,-1.2%,1.7072300536007396
1971,3/4/94,1.1%,1.7260095841903476
1972,3/7/94,1.4%,1.7501737183690125
1973,3/8/94,-0.7%,1.7379225023404294
1974,3/9/94,0.9%,1.7535638048614932
1975,3/10/94,-2.1%,1.7167389649594018
1976,3/11/94,1.7%,1.7459235273637115
1977,3/14/94,0.5%,1.7546531450005298
1978,3/15/94,-0.2%,1.7511438387105287
1979,3/16/94,1.5%,1.7774109962911864
1980,3/17/94,1.0%,1.7951851062540982
1981,3/18/94,0.0%,1.7951851062540982
1982,3/21/94,-1.7%,1.7646669594477786
1983,3/22/94,0.2%,1.7681962933666742
1984,3/23/94,-0.2%,1.7646599007799408
1985,3/24/94,0.0%,1.7646599007799408
1986,3/25/94,-2.7%,1.7170140834588823
1987,3/28/94,-2.3%,1.677522759539328
1988,3/29/94,-5.3%,1.5886140532837436
1989,3/30/94,-4.6%,1.5155378068326912
1990,3/31/94,0.1%,1.5170533446395238
1991,4/4/94,-4.6%,1.4472688907861055
1992,4/5/94,6.5%,1.5413413686872024
1993,4/6/94,-0.2%,1.538258685949828
1994,4/7/94,1.8%,1.5659473422969248
1995,4/8/94,-2.5%,1.5267986587395017
1996,4/11/94,1.9%,1.555807833255552
1997,4/12/94,-1.6%,1.5309149079234632
1998,4/13/94,-0.9%,1.517136673752152
1999,4/14/94,0.0%,1.517136673752152
2000,4/15/94,-0.1%,1.5156195370784
2001,4/18/94,-2.6%,1.4762134291143616
2002,4/19/94,0.1%,1.4776896425434758
2003,4/20/94,-0.4%,1.471778883973302
2004,4/21/94,4.5%,1.5380089337521003
2005,4/22/94,-0.7%,1.5272428712158357
2006,4/25/94,3.4%,1.579169128837174
2007,4/26/94,-0.5%,1.5712732831929883
2008,4/28/94,-1.9%,1.5414190908123215
2009,4/29/94,1.2%,1.5599161199020695
2010,5/2/94,1.4%,1.5817549455806985
2011,5/3/94,0.0%,1.5817549455806985
2012,5/4/94,-0.9%,1.5675191510704722
2013,5/5/94,-0.2%,1.5643841127683313
2014,5/6/94,-2.4%,1.5268388940618913
2015,5/9/94,-3.5%,1.4733995327697251
2016,5/10/94,2.4%,1.5087611215561985
2017,5/11/94,-3.0%,1.4634982879095124
2018,5/12/94,1.6%,1.4869142605160646
2019,5/13/94,0.2%,1.4898880890370967
2020,5/16/94,0.3%,1.4943577533042078
2021,5/17/94,3.3%,1.5436715591632466
2022,5/18/94,2.9%,1.5884380343789806
2023,5/19/94,1.8%,1.6170299189978024
2024,5/20/94,-0.9%,1.6024766497268221
2025,5/23/94,-1.2%,1.5832469299301002
2026,5/24/94,1.1%,1.6006626461593312
2027,5/25/94,1.1%,1.6182699352670837
2028,5/26/94,0.5%,1.626361284943419
2029,5/27/94,0.2%,1.6296140075133059
2030,5/31/94,-0.7%,1.6182067094607127
2031,6/1/94,0.7%,1.6295341564269374
2032,6/2/94,0.1%,1.6311636905833642
2033,6/3/94,1.6%,1.657262309632698
2034,6/6/94,-0.8%,1.6440042111556363
2035,6/7/94,-0.4%,1.6374281943110138
2036,6/8/94,-0.8%,1.6243287687565258
2037,6/9/94,0.6%,1.6340747413690648
2038,6/10/94,0.5%,1.64224511507591
2039,6/13/94,0.3%,1.6471718504211377
2040,6/14/94,2.0%,1.6801152874295604
2041,6/15/94,-1.2%,1.6599539039804057
2042,6/16/94,0.9%,1.674893489116229
2043,6/17/94,-2.3%,1.6363709388665557
2044,6/20/94,-2.0%,1.6036435200892245
2045,6/21/94,-2.7%,1.5603451450468153
2046,6/22/94,1.1%,1.57750894164233
2047,6/23/94,-2.3%,1.5412262359845563
2048,6/24/94,-4.5%,1.4718710553652512
2049,6/27/94,-0.1%,1.470399184309886
2050,6/28/94,2.3%,1.5042183655490133
2051,6/29/94,1.0%,1.5192605492045035
2052,6/30/94,-2.3%,1.4843175565728
2053,7/1/94,1.3%,1.5036136848082462
2054,7/5/94,0.2%,1.5066209121778626
2055,7/6/94,-0.2%,1.5036076703535068
2056,7/7/94,1.5%,1.5261617854088092
2057,7/8/94,0.8%,1.5383710796920798
2058,7/11/94,-1.1%,1.5214489978154668
2059,7/12/94,-0.1%,1.5199275488176514
2060,7/13/94,0.5%,1.5275271865617395
2061,7/14/94,3.1%,1.5748805293451533
2062,7/15/94,0.5%,1.582754931991879
2063,7/18/94,-0.1%,1.5811721770598872
2064,7/19/94,-0.2%,1.5780098327057674
2065,7/20/94,-1.5%,1.554339685215181
2066,7/21/94,0.6%,1.5636657233264721
2067,7/22/94,0.3%,1.5683567204964515
2068,7/25/94,0.7%,1.5793352175399265
2069,7/26/94,-0.5%,1.5714385414522267
2070,7/27/94,-0.6%,1.5620099102035134
2071,7/28/94,1.1%,1.5791920192157518
2072,7/29/94,2.6%,1.6202510117153615
2073,8/1/94,1.7%,1.6477952789145225
2074,8/2/94,0.0%,1.6477952789145225
2075,8/3/94,0.4%,1.6543864600301805
2076,8/4/94,-2.0%,1.621298730829577
2077,8/5/94,-0.9%,1.6067070422521108
2078,8/8/94,0.5%,1.6147405774633712
2079,8/9/94,0.2%,1.617970058618298
2080,8/10/94,1.5%,1.6422396094975722
2081,8/11/94,-0.9%,1.627459453012094
2082,8/12/94,2.0%,1.660008642072336
2083,8/15/94,-0.4%,1.6533686075040466
2084,8/16/94,2.4%,1.6930494540841436
2085,8/17/94,0.0%,1.6930494540841436
2086,8/18/94,-1.3%,1.6710398111810498
2087,8/19/94,0.3%,1.6760529306145928
2088,8/22/94,-0.9%,1.6609684542390615
2089,8/23/94,1.4%,1.6842220125984084
2090,8/24/94,2.9%,1.733064450963762
2091,8/25/94,-0.6%,1.7226660642579794
2092,8/26/94,3.8%,1.7881273746997828
2093,8/29/94,0.4%,1.795279884198582
2094,8/30/94,1.0%,1.8132326830405678
2095,8/31/94,-0.4%,1.8059797523084056
2096,9/1/94,-1.4%,1.780696035776088
2097,9/2/94,-1.4%,1.7557662912752228
2098,9/6/94,0.5%,1.7645451227315987
2099,9/7/94,-0.6%,1.753957851995209
2100,9/8/94,1.3%,1.7767593040711467
2101,9/9/94,-3.0%,1.7234565249490121
2102,9/12/94,-1.3%,1.701051590124675
2103,9/13/94,0.9%,1.7163610544357968
2104,9/14/94,0.8%,1.730091942871283
2105,9/15/94,3.8%,1.795835436700392
2106,9/16/94,-2.3%,1.754531221656283
2107,9/19/94,-0.2%,1.7510221592129704
2108,9/20/94,-4.8%,1.6669730955707478
2109,9/21/94,-1.2%,1.6469694184238988
2110,9/22/94,-0.2%,1.643675479587051
2111,9/23/94,-1.0%,1.6272387247911804
2112,9/26/94,0.9%,1.6418838733143009
2113,9/27/94,0.7%,1.6533770604275009
2114,9/28/94,1.8%,1.683137847515196
2115,9/29/94,-1.7%,1.6545245041074375
2116,9/30/94,0.3%,1.6594880776197596
2117,10/3/94,-0.6%,1.649531149154041
2118,10/4/94,-4.6%,1.573652716292955
2119,10/5/94,-0.7%,1.5626371472789042
2120,10/6/94,-0.8%,1.550136050100673
2121,10/7/94,1.9%,1.5795886350525856
2122,10/10/94,2.5%,1.6190783509289002
2123,10/11/94,4.4%,1.690317798369772
2124,10/12/94,-0.2%,1.6869371627730323
2125,10/13/94,1.4%,1.7105542830518548
2126,10/14/94,0.8%,1.7242387173162697
2127,10/17/94,-0.2%,1.720790239881637
2128,10/18/94,-0.8%,1.707023917962584
2129,10/19/94,1.6%,1.7343363006499852
2130,10/20/94,-2.3%,1.6944465657350356
2131,10/21/94,-1.3%,1.67241876038048
2132,10/24/94,-2.7%,1.627263453850207
2133,10/25/94,0.5%,1.635399771119458
2134,10/26/94,0.7%,1.646847569517294
2135,10/27/94,2.0%,1.6797845209076399
2136,10/28/94,5.2%,1.7671333159948373
2137,10/31/94,-1.0%,1.749461982834889
2138,11/1/94,-2.5%,1.7057254332640166
2139,11/2/94,-1.3%,1.6835510026315843
2140,11/3/94,0.9%,1.6987029616552685
2141,11/4/94,-3.5%,1.639248357997334
2142,11/7/94,0.5%,1.6474445997873206
2143,11/8/94,1.7%,1.6754511579837048
2144,11/9/94,-0.2%,1.6721002556677373
2145,11/10/94,-0.6%,1.662067654133731
2146,11/11/94,-1.3%,1.6404607746299924
2147,11/14/94,2.4%,1.6798318332211122
2148,11/15/94,0.0%,1.6798318332211122
2149,11/16/94,-0.3%,1.6747923377214489
2150,11/17/94,-1.3%,1.65302003733107
2151,11/18/94,0.0%,1.65302003733107
2152,11/21/94,-3.4%,1.5968173560618135
2153,11/22/94,-5.5%,1.5089924014784137
2154,11/23/94,0.0%,1.5089924014784137
2155,11/25/94,-0.1%,1.5074834090769353
2156,11/28/94,2.9%,1.5512004279401663
2157,11/29/94,0.7%,1.5620588309357473
2158,11/30/94,-1.0%,1.5464382426263898
2159,12/1/94,-3.2%,1.4969522188623454
2160,12/2/94,2.9%,1.5403638332093532
2161,12/5/94,0.0%,1.5403638332093532
2162,12/6/94,0.0%,1.5403638332093532
2163,12/7/94,-1.4%,1.5187987395444222
2164,12/8/94,-3.9%,1.4595655887021897
2165,12/9/94,1.2%,1.477080375766616
2166,12/12/94,1.5%,1.499236581403115
2167,12/13/94,0.5%,1.5067327643101305
2168,12/14/94,3.1%,1.5534414800037444
2169,12/15/94,0.2%,1.5565483629637518
2170,12/16/94,2.3%,1.592348975311918
2171,12/19/94,-0.7%,1.5812025324847345
2172,12/20/94,-0.6%,1.5717153172898262
2173,12/21/94,1.6%,1.5968627623664633
2174,12/22/94,0.0%,1.5968627623664633
2175,12/23/94,0.3%,1.6016533506535624
2176,12/27/94,1.6%,1.6272798042640195
2177,12/28/94,-1.1%,1.6093797264171152
2178,12/29/94,0.2%,1.6125984858699496
2179,12/30/94,-1.2%,1.59324730403951
2180,1/3/95,-0.2%,1.590060809431431
2181,1/4/95,1.2%,1.6091415391446082
2182,1/5/95,-0.3%,1.6043141145271744
2183,1/6/95,0.2%,1.6075227427562289
2184,1/9/95,0.0%,1.6075227427562289
2185,1/10/95,0.5%,1.6155603564700098
2186,1/11/95,0.0%,1.6155603564700098
2187,1/12/95,-0.1%,1.6139447961135398
2188,1/13/95,2.8%,1.659135250404719
2189,1/16/95,2.2%,1.6956362259136228
2190,1/17/95,0.3%,1.7007231345913636
2191,1/18/95,-0.2%,1.6973216883221809
2192,1/19/95,-1.8%,1.6667698979323815
2193,1/20/95,-1.4%,1.6434351193613281
2194,1/23/95,0.5%,1.6516522949581347
2195,1/24/95,0.0%,1.6516522949581347
2196,1/25/95,1.0%,1.668168817907716
2197,1/26/95,0.6%,1.6781778308151625
2198,1/27/95,1.3%,1.6999941426157594
2199,1/30/95,-1.2%,1.6795942129043704
2200,1/31/95,1.2%,1.6997493434592228
2201,2/1/95,0.0%,1.6997493434592228
2202,2/2/95,1.5%,1.725245583611111
2203,2/3/95,3.8%,1.7908049157883332
2204,2/6/95,1.6%,1.8194577944409467
2205,2/7/95,-0.2%,1.8158188788520648
2206,2/8/95,0.2%,1.819450516609769
2207,2/9/95,-0.6%,1.8085338135101103
2208,2/10/95,0.8%,1.8230020840181913
2209,2/13/95,0.1%,1.8248250861022093
2210,2/14/95,0.6%,1.8357740366188227
2211,2/15/95,1.2%,1.8578033250582486
2212,2/16/95,0.0%,1.8578033250582486
2213,2/17/95,-1.6%,1.8280784718573166
2214,2/21/95,0.3%,1.8335627072728884
2215,2/22/95,1.5%,1.8610661478819814
2216,2/23/95,1.1%,1.8815378755086831
2217,2/24/95,0.7%,1.8947086406372438
2218,2/27/95,-2.7%,1.8435515073400381
2219,2/28/95,2.1%,1.8822660889941787
2220,3/1/95,-1.0%,1.863443428104237
2221,3/2/95,-0.4%,1.85598965439182
2222,3/3/95,0.2%,1.8597016337006036
2223,3/6/95,0.1%,1.861561335334304
2224,3/7/95,-2.1%,1.8224685472922835
2225,3/8/95,0.5%,1.8315808900287447
2226,3/9/95,0.2%,1.8352440518088022
2227,3/10/95,4.0%,1.9086538138811544
2228,3/13/95,0.2%,1.9124711215089167
2229,3/14/95,1.7%,1.9449831305745682
2230,3/15/95,-0.6%,1.9333132317911208
2231,3/16/95,2.1%,1.9739128096587342
2232,3/17/95,0.0%,1.9739128096587342
2233,3/20/95,0.3%,1.9798345480877102
2234,3/21/95,-0.7%,1.9659757062510963
2235,3/22/95,0.4%,1.9738396090761008
2236,3/23/95,0.1%,1.9758134486851766
2237,3/24/95,3.0%,2.035087852145732
2238,3/27/95,1.4%,2.0635790820757722
2239,3/28/95,0.4%,2.0718333984040753
2240,3/29/95,-0.5%,2.061474231412055
2241,3/30/95,-0.5%,2.0511668602549946
2242,3/31/95,-0.9%,2.0327063585126997
2243,4/3/95,0.6%,2.0449025966637757
2244,4/4/95,2.1%,2.087845551193715
2245,4/5/95,0.2%,2.092021242296102
2246,4/6/95,0.3%,2.09829730602299
2247,4/7/95,0.2%,2.1024939006350363
2248,4/10/95,0.3%,2.1088013823369414
2249,4/11/95,-0.9%,2.0898221698959087
2250,4/12/95,0.9%,2.108630569424972
2251,4/13/95,1.2%,2.1339341362580715
2252,4/17/95,-2.0%,2.09125545353291
2253,4/18/95,-0.4%,2.0828904317187784
2254,4/19/95,-0.4%,2.074558869991903
2255,4/20/95,0.2%,2.078707987731887
2256,4/21/95,1.8%,2.116124731511061
2257,4/24/95,2.6%,2.1711439745303487
2258,4/25/95,-0.5%,2.160288254657697
2259,4/26/95,0.3%,2.16676911942167
2260,4/27/95,0.5%,2.177602965018778
2261,4/28/95,0.6%,2.1906685828088905
2262,5/1/95,-0.3%,2.1840965770604637
2263,5/2/95,0.3%,2.1906488667916446
2264,5/3/95,3.3%,2.2629402793957687
2265,5/4/95,0.1%,2.2652032196751644
2266,5/5/95,-0.2%,2.260672813235814
2267,5/8/95,2.2%,2.310407615127002
2268,5/9/95,-0.2%,2.305786799896748
2269,5/10/95,0.5%,2.317315733896231
2270,5/11/95,0.0%,2.317315733896231
2271,5/12/95,0.6%,2.3312196282996087
2272,5/15/95,1.2%,2.359194263839204
2273,5/16/95,0.3%,2.3662718466307213
2274,5/17/95,-0.7%,2.3497079437043062
2275,5/18/95,-4.3%,2.248670502125021
2276,5/19/95,-0.1%,2.2464218316228957
2277,5/22/95,2.5%,2.3025823774134677
2278,5/23/95,2.8%,2.3670546839810447
2279,5/24/95,0.0%,2.3670546839810447
2280,5/25/95,0.0%,2.3670546839810447
2281,5/26/95,-2.8%,2.3007771528295753
2282,5/30/95,-0.1%,2.2984763756767457
2283,5/31/95,5.6%,2.4271910527146434
2284,6/1/95,0.1%,2.429618243767358
2285,6/2/95,-0.5%,2.417470152548521
2286,6/5/95,1.6%,2.4561496749892977
2287,6/6/95,0.0%,2.4561496749892977
2288,6/7/95,-1.4%,2.4217635795394474
2289,6/8/95,-0.5%,2.4096547616417503
2290,6/9/95,-2.5%,2.3494133926007064
2291,6/12/95,1.6%,2.3870040068823175
2292,6/13/95,3.0%,2.458614127088787
2293,6/14/95,0.3%,2.465989969470053
2294,6/15/95,0.3%,2.473387939378463
2295,6/16/95,1.4%,2.5080153705297614
2296,6/19/95,2.9%,2.5807478162751245
2297,6/20/95,-0.2%,2.575586320642574
2298,6/21/95,-0.6%,2.560132802718719
2299,6/22/95,3.8%,2.65741784922203
2300,6/23/95,-0.7%,2.638815924277476
2301,6/26/95,-3.1%,2.5570126306248744
2302,6/27/95,-1.0%,2.5314425043186257
2303,6/28/95,1.3%,2.5643512568747675
2304,6/29/95,-0.5%,2.5515295005903935
2305,6/30/95,0.5%,2.5642871480933453
2306,7/3/95,1.2%,2.5950585938704656
2307,7/5/95,0.1%,2.5976536524643357
2308,7/6/95,3.7%,2.6937668376055157
2309,7/7/95,1.3%,2.728785806494387
2310,7/10/95,0.4%,2.7397009497203646
2311,7/11/95,-1.4%,2.7013451364242793
2312,7/12/95,3.3%,2.7904895259262803
2313,7/13/95,0.0%,2.7904895259262803
2314,7/14/95,-0.7%,2.7709560992447964
2315,7/17/95,1.4%,2.8097494846342235
2316,7/18/95,-2.2%,2.7479349959722703
2317,7/19/95,-4.1%,2.635269661137407
2318,7/20/95,1.4%,2.6721634363933306
2319,7/21/95,0.0%,2.6721634363933306
2320,7/24/95,1.5%,2.7122458879392304
2321,7/25/95,2.4%,2.7773397892497718
2322,7/26/95,0.2%,2.7828944688282715
2323,7/27/95,1.9%,2.8357694637360082
2324,7/28/95,-1.2%,2.801740230171176
2325,7/31/95,-0.6%,2.7849297887901487
2326,8/1/95,-1.3%,2.748725701535877
2327,8/2/95,-0.4%,2.7377307987297335
2328,8/3/95,0.0%,2.7377307987297335
2329,8/4/95,0.1%,2.7404685295284628
2330,8/7/95,0.5%,2.754170872176105
2331,8/8/95,0.2%,2.759679213920457
2332,8/9/95,-0.4%,2.748640497064775
2333,8/10/95,-1.2%,2.715656811099998
2334,8/11/95,-1.3%,2.6803532725556978
2335,8/14/95,2.4%,2.7446817510970347
2336,8/15/95,-0.6%,2.7282136605904523
2337,8/16/95,0.8%,2.750039369875176
2338,8/17/95,-0.5%,2.7362891730258
2339,8/18/95,0.1%,2.7390254621988257
2340,8/21/95,-0.7%,2.719852283963434
2341,8/22/95,0.7%,2.7388912499511777
2342,8/23/95,-1.3%,2.7032856637018123
2343,8/24/95,0.2%,2.7086922350292157
2344,8/25/95,1.4%,2.746613926319625
2345,8/28/95,-0.7%,2.7273876288353875
2346,8/29/95,0.5%,2.741024566979564
2347,8/30/95,0.6%,2.7574707143814416
2348,8/31/95,0.5%,2.7712580679533487
2349,9/1/95,1.0%,2.7989706486328823
2350,9/5/95,2.7%,2.8745428561459696
2351,9/6/95,0.6%,2.8917901132828456
2352,9/7/95,0.0%,2.8917901132828456
2353,9/8/95,1.2%,2.92649159464224
2354,9/11/95,0.6%,2.9440505442100933
2355,9/12/95,1.3%,2.982323201284824
2356,9/13/95,1.3%,3.0210934029015264
2357,9/14/95,2.5%,3.0966207379740642
2358,9/15/95,-0.2%,3.090427496498116
2359,9/18/95,-0.3%,3.0811562140086215
2360,9/19/95,0.7%,3.1027243075066817
2361,9/20/95,1.3%,3.143059723504268
2362,9/21/95,-1.9%,3.083341588757687
2363,9/22/95,-0.6%,3.064841539225141
2364,9/25/95,-0.1%,3.0617766976859158
2365,9/26/95,-0.1%,3.05871492098823
2366,9/27/95,-0.1%,3.0556562060672414
2367,9/28/95,2.4%,3.128991955012855
2368,9/29/95,-0.7%,3.107089011327765
2369,10/2/95,-1.5%,3.0604826761578487
2370,10/3/95,0.2%,3.0666036415101643
2371,10/4/95,-0.4%,3.054337226944124
2372,10/5/95,0.6%,3.0726632503057885
2373,10/6/95,-0.1%,3.0695905870554827
2374,10/9/95,-2.2%,3.002059594140262
2375,10/10/95,-0.5%,2.9870492961695607
2376,10/11/95,1.0%,3.0169197891312565
2377,10/12/95,1.9%,3.07424126512475
2378,10/13/95,0.7%,3.095760953980623
2379,10/16/95,-0.9%,3.067899105394797
2380,10/17/95,1.9%,3.126189188397298
2381,10/18/95,0.4%,3.1386939451508873
2382,10/19/95,1.6%,3.1889130482733017
2383,10/20/95,-1.7%,3.1347015264526554
2384,10/23/95,-1.3%,3.093950406608771
2385,10/24/95,0.7%,3.115608059455032
2386,10/25/95,-2.0%,3.0532958982659313
2387,10/26/95,-3.0%,2.961697021317953
2388,10/27/95,1.5%,3.006122476637722
2389,10/30/95,1.8%,3.0602326812172014
2390,10/31/95,-0.9%,3.0326905870862464
2391,11/1/95,1.4%,3.0751482553054537
2392,11/2/95,2.9%,3.1643275547093115
2393,11/3/95,0.4%,3.1769848649281487
2394,11/6/95,-1.1%,3.142038031413939
2395,11/7/95,-1.1%,3.1074756130683854
2396,11/8/95,2.7%,3.1913774546212315
2397,11/9/95,0.8%,3.2169084742582013
2398,11/10/95,-0.3%,3.207257748835427
2399,11/13/95,-0.3%,3.1976359755889203
2400,11/14/95,-1.5%,3.1496714359550864
2401,11/15/95,2.3%,3.222113878982053
2402,11/16/95,1.7%,3.276889814924748
2403,11/17/95,1.3%,3.3194893825187695
2404,11/20/95,-1.6%,3.266377552398469
2405,11/21/95,1.7%,3.321905970789243
2406,11/22/95,-0.9%,3.2920088170521398
2407,11/24/95,0.7%,3.3150528787715046
2408,11/27/95,0.6%,3.334943196044134
2409,11/28/95,2.5%,3.418316775945237
2410,11/29/95,0.6%,3.4388266766009083
2411,11/30/95,-1.1%,3.400999583158298
2412,12/1/95,0.8%,3.4282075798235647
2413,12/4/95,3.2%,3.537910222377919
2414,12/5/95,2.0%,3.6086684268254774
2415,12/6/95,1.2%,3.651972447947383
2416,12/7/95,-1.9%,3.5825849714363827
2417,12/8/95,0.6%,3.604080481265001
2418,12/11/95,0.9%,3.6365172055963857
2419,12/12/95,-0.4%,3.621971136774
2420,12/13/95,1.5%,3.6763007038256097
2421,12/14/95,-2.3%,3.5917457876376204
2422,12/15/95,-0.3%,3.5809705502747073
2423,12/18/95,-4.7%,3.412664934411796
2424,12/19/95,2.5%,3.4979815577720905
2425,12/20/95,-2.9%,3.3965400925967
2426,12/21/95,2.2%,3.4712639746338274
2427,12/22/95,0.6%,3.4920915584816306
2428,12/26/95,1.1%,3.5305045656249283
2429,12/27/95,0.3%,3.541096079321803
2430,12/28/95,-0.3%,3.5304727910838376
2431,12/29/95,0.9%,3.562247046203592
2432,1/2/96,2.2%,3.640616481220071
2433,1/3/96,0.3%,3.651538330663731
2434,1/4/96,-1.8%,3.585810640711784
2435,1/5/96,-0.6%,3.5642957768675134
2436,1/8/96,0.8%,3.5928101430824535
2437,1/9/96,-4.3%,3.438319306929908
2438,1/10/96,-5.5%,3.249211745048763
2439,1/11/96,2.1%,3.317445191694787
2440,1/12/96,-0.5%,3.300857965736313
2441,1/15/96,-1.1%,3.264548528113213
2442,1/16/96,4.3%,3.404924114822081
2443,1/17/96,-1.0%,3.37087487367386
2444,1/18/96,0.9%,3.4012127475369245
2445,1/19/96,1.8%,3.4624345769925893
2446,1/22/96,0.6%,3.483209184454545
2447,1/23/96,-0.3%,3.4727595569011815
2448,1/24/96,3.4%,3.590833381835822
2449,1/25/96,-1.4%,3.5405617144901202
2450,1/26/96,2.1%,3.6149135104944126
2451,1/29/96,1.2%,3.6582924726203454
2452,1/30/96,2.8%,3.760724661853715
2453,1/31/96,2.8%,3.866024952385619
2454,2/1/96,1.2%,3.912417251814247
2455,2/2/96,-1.2%,3.865468244792476
2456,2/5/96,2.5%,3.9621049509122876
2457,2/6/96,2.3%,4.05323336478327
2458,2/7/96,1.7%,4.122138331984585
2459,2/8/96,2.8%,4.237558205280154
2460,2/9/96,0.2%,4.246033321690714
2461,2/12/96,2.2%,4.33944605476791
2462,2/13/96,-0.4%,4.322088270548838
2463,2/14/96,-2.3%,4.222680240326215
2464,2/15/96,-1.9%,4.142449315760017
2465,2/16/96,-1.5%,4.080312576023617
2466,2/20/96,-3.5%,3.9375016358627906
2467,2/21/96,3.5%,4.075314193117988
2468,2/22/96,5.0%,4.279079902773887
2469,2/23/96,0.1%,4.283358982676661
2470,2/26/96,-4.0%,4.112024623369594
2471,2/27/96,-1.5%,4.05034425401905
2472,2/28/96,-1.2%,4.001740122970822
2473,2/29/96,-2.0%,3.921705320511405
2474,3/1/96,1.8%,3.9922960162806107
2475,3/4/96,3.0%,4.112064896769029
2476,3/5/96,2.2%,4.202530324497948
2477,3/6/96,-1.6%,4.1352898393059805
2478,3/7/96,0.8%,4.1683721580204285
2479,3/8/96,-9.3%,3.7807135473245284
2480,3/11/96,3.0%,3.894134953744264
2481,3/12/96,-1.4%,3.8396170643918444
2482,3/13/96,0.8%,3.870334000906979
2483,3/14/96,1.1%,3.9129076749169553
2484,3/15/96,0.2%,3.920733490266789
2485,3/18/96,5.2%,4.124611631760662
2486,3/19/96,-0.5%,4.103988573601859
2487,3/20/96,-0.8%,4.071156665013044
2488,3/21/96,-0.4%,4.0548720383529915
2489,3/22/96,0.6%,4.079201270583109
2490,3/25/96,-0.3%,4.066963666771359
2491,3/26/96,1.3%,4.119834194439386
2492,3/27/96,-1.9%,4.041557344745038
2493,3/28/96,0.0%,4.041557344745038
2494,3/29/96,-1.6%,3.976892427229117
2495,4/1/96,3.7%,4.124037447036594
2496,4/2/96,0.7%,4.152905709165849
2497,4/3/96,0.3%,4.165364426293347
2498,4/4/96,0.0%,4.165364426293347
2499,4/8/96,-5.4%,3.9404347472735055
2500,4/9/96,-1.0%,3.9010303998007703
2501,4/10/96,-4.1%,3.7410881534089384
2502,4/11/96,-1.1%,3.69993618372144
2503,4/12/96,2.6%,3.7961345244981977
2504,4/15/96,2.7%,3.8986301566596486
2505,4/16/96,1.1%,3.9415150883829044
2506,4/17/96,-1.6%,3.8784508469687777
2507,4/18/96,0.9%,3.913356904591496
2508,4/19/96,0.7%,3.940750402923636
2509,4/22/96,1.2%,3.98803940775872
2510,4/23/96,1.7%,4.055836077690618
2511,4/24/96,-0.7%,4.027445225146783
2512,4/25/96,1.2%,4.075774567848544
2513,4/26/96,0.3%,4.088001891552089
2514,4/29/96,0.2%,4.0961778953351935
2515,4/30/96,0.0%,4.0961778953351935
2516,5/1/96,0.2%,4.1043702511258635
2517,5/2/96,-5.1%,3.8950473683184446
2518,5/3/96,-0.9%,3.8599919420035786
2519,5/6/96,-0.4%,3.8445519742355643
2520,5/7/96,-1.2%,3.7984173505447374
2521,5/8/96,3.1%,3.916168288411624
2522,5/9/96,0.4%,3.9318329615652705
2523,5/10/96,3.1%,4.0537197833737935
2524,5/13/96,4.3%,4.228029734058866
2525,5/14/96,1.9%,4.308362299005984
2526,5/15/96,-0.1%,4.304053936706978
2527,5/16/96,-0.3%,4.291141774896857
2528,5/17/96,1.9%,4.372673468619897
2529,5/20/96,1.8%,4.451381591055055
2530,5/21/96,-0.2%,4.442478827872945
2531,5/22/96,2.5%,4.5535407985697685
