Date,Change,Price
9/30/86,1.9,0.876389533249184
10/1/86,2.9,0.9018048297134102
10/2/86,0.4,0.905412049032264
10/3/86,-0.4,0.9017904008361348
10/6/86,1.4,0.9144154664478408
10/7/86,-0.5,0.9098433891156016
10/8/86,2.9,0.936228847399954
10/9/86,-1.2,0.9249941012311544
10/10/86,-0.4,0.92129412482623
10/13/86,0.4,0.9249793013255349
10/14/86,-0.7,0.918504446216256
10/15/86,4.4,0.9589186418497714
10/16/86,0.9,0.9675489096264192
10/17/86,-1.0,0.957873420530155
10/20/86,-3.7,0.9224321039705392
10/21/86,-0.2,0.9205872397625982
10/22/86,0.4,0.9242695887216484
10/23/86,3.9,0.9603161026817928
10/24/86,-1.4,0.9468716772442476
10/27/86,0.7,0.9534997789849572
10/28/86,0.7,0.960174277437852
10/29/86,2.0,0.979377762986609
10/30/86,3.5,1.0136559846911402
10/31/86,0.3,1.0166969526452134
11/3/86,2.3,1.0400809825560533
11/4/86,0.5,1.0452813874688334
11/5/86,0.7,1.052598357181115
11/6/86,-0.8,1.0441775703236662
11/7/86,0.0,1.0441775703236662
11/10/86,0.5,1.0493984581752844
11/11/86,1.1,1.0609418412152123
11/12/86,-0.6,1.0545761901679211
11/13/86,-4.4,1.0081748378005326
11/14/86,1.9,1.0273301597187428
11/17/86,-1.6,1.0108928771632428
11/18/86,-7.9,0.9310323398673468
11/19/86,1.0,0.94034266326602
11/20/86,5.5,0.9920615097456512
11/21/86,4.7,1.0386884007036967
11/24/86,2.0,1.0594621687177708
11/25/86,0.7,1.066878403898795
11/26/86,0.7,1.0743465527260865
11/28/86,0.5,1.0797182854897167
12/1/86,-0.2,1.077558848918737
12/2/86,6.0,1.1422123798538617
12/3/86,-0.3,1.1387857427143002
12/4/86,-0.9,1.1285366710298714
12/5/86,-2.3,1.1025803275961843
12/8/86,0.0,1.1025803275961843
12/9/86,-20.9,0.8721410391285818
12/10/86,2.0,0.8895838599111534
12/11/86,-3.3,0.8602275925340853
12/12/86,-1.1,0.8507650890162104
12/15/86,1.0,0.8592727399063725
12/16/86,2.2,0.8781767401843128
12/17/86,-3.0,0.8518314379787834
12/18/86,-1.0,0.8433131235989955
12/19/86,3.5,0.8728290829249602
12/22/86,-1.3,0.8614823048469357
12/23/86,-3.0,0.8356378357015276
12/24/86,0.7,0.8414873005514382
12/26/86,0.1,0.8423287878519895
12/29/86,-2.8,0.8187435817921338
12/30/86,-5.2,0.7761689155389428
12/31/86,-1.6,0.7637502128903197
1/2/87,5.4,0.804992724386397
1/5/87,6.9,0.8605372223690584
1/6/87,0.7,0.8665609829256417
1/7/87,2.9,0.8916912514304852
1/8/87,2.2,0.911308458961956
1/9/87,1.7,0.926800702764309
1/12/87,1.7,0.9425563147113022
1/13/87,-0.5,0.9378435331377456
1/14/87,3.1,0.9669166826650156
1/15/87,3.2,0.9978580165102964
1/16/87,0.9,1.0068387386588888
1/19/87,3.4,1.041071255773291
1/20/87,-0.4,1.036906970750198
1/21/87,-1.4,1.022390273159695
1/22/87,6.8,1.0919128117345542
1/23/87,-4.1,1.0471443864534375
1/26/87,-0.7,1.0398143757482634
1/27/87,4.6,1.0876458370326836
1/28/87,1.7,1.106135816262239
1/29/87,-1.2,1.0928621864670922
1/30/87,-0.3,1.0895835999076908
2/2/87,2.5,1.116823189905383
2/3/87,-0.4,1.1123558971457617
2/4/87,4.0,1.156850133031592
2/5/87,1.8,1.1776734354261609
2/6/87,-1.2,1.1635413542010469
2/9/87,-1.9,1.141434068471227
2/10/87,-3.4,1.1026253101432053
2/11/87,2.7,1.1323961935170717
2/12/87,-2.1,1.1086158734532132
2/13/87,4.4,1.1573949718851546
2/17/87,6.0,1.226838670198264
2/18/87,0.0,1.226838670198264
2/19/87,0.1,1.228065508868462
2/20/87,-0.1,1.2268374433595934
2/23/87,-3.1,1.188805482615446
2/24/87,0.5,1.194749510028523
2/25/87,1.1,1.2078917546388366
2/26/87,-1.1,1.1946049453378094
2/27/87,1.1,1.2077455997365252
3/2/87,-1.2,1.193252652539687
3/3/87,1.2,1.2075716843701632
3/4/87,4.7,1.2643275535355607
3/5/87,1.9,1.2883497770527363
3/6/87,0.1,1.289638126829789
3/9/87,-2.5,1.257397173659044
3/10/87,2.6,1.2900895001741792
3/11/87,-0.6,1.2823489631731342
3/12/87,0.9,1.2938901038416923
3/13/87,-1.4,1.2757756423879083
3/16/87,-1.9,1.2515359051825383
3/17/87,4.4,1.30660348501057
3/18/87,0.3,1.3105232954656016
3/19/87,1.4,1.32887062160212
3/20/87,4.0,1.3820254464662047
3/23/87,3.0,1.4234862098601908
3/24/87,0.5,1.4306036409094915
3/25/87,-1.1,1.414867000859487
3/26/87,0.5,1.4219413358637842
3/27/87,-4.8,1.3536881517423225
3/30/87,-7.1,1.2575762929686176
3/31/87,2.5,1.2890157002928329
4/1/87,0.7,1.2980388101948823
4/2/87,1.3,1.314913314727416
4/3/87,6.8,1.4043274201288802
4/6/87,1.6,1.4267966588509424
4/7/87,-5.3,1.3511764359318423
4/8/87,0.6,1.3592834945474337
4/9/87,-4.5,1.298115737292799
4/10/87,-0.3,1.2942213900809203
4/13/87,-7.2,1.2010374499950942
4/14/87,-6.7,1.120567940845423
4/15/87,5.5,1.1821991775919212
4/16/87,2.6,1.2129363562093112
4/20/87,-1.0,1.200806992647218
4/21/87,0.0,1.200806992647218
4/22/87,1.2,1.215216676558985
4/23/87,-0.5,1.2091405931761898
4/24/87,-5.6,1.141428719958323
4/27/87,0.3,1.1448530061181978
4/28/87,0.7,1.1528669771610252
4/29/87,2.2,1.1782300506585677
4/30/87,4.0,1.2253592526849104
5/1/87,-0.4,1.2204578156741708
5/4/87,1.3,1.2363237672779348
5/5/87,6.3,1.3142121646164446
5/6/87,0.2,1.3168405889456776
5/7/87,-0.5,1.310256386000949
5/8/87,-1.4,1.2919127965969357
5/11/87,-1.8,1.2686583662581907
5/12/87,1.7,1.29022555848458
5/13/87,0.7,1.299257137393972
5/14/87,0.3,1.3031549088061536
5/15/87,-6.9,1.213237220098529
5/18/87,-1.0,1.2011048478975437
5/19/87,-7.2,1.1146252988489205
5/20/87,-1.5,1.0979059193661866
5/21/87,2.1,1.1209619436728764
5/22/87,2.2,1.1456231064336797
5/26/87,7.3,1.2292535932033382
5/27/87,-0.4,1.2243365788305247
5/28/87,2.0,1.2488233104071351
5/29/87,-0.7,1.2400815472342852
6/1/87,-0.3,1.2363613025925824
6/2/87,-1.5,1.2178158830536936
6/3/87,5.2,1.2811423089724856
6/4/87,1.7,1.3029217282250178
6/5/87,-1.8,1.2794691371169675
6/8/87,3.3,1.3216916186418273
6/9/87,0.7,1.33094345997232
6/10/87,0.2,1.3336053468922646
6/11/87,1.3,1.3509422164018638
6/12/87,2.8,1.388768598461116
6/15/87,1.4,1.4082113588395715
6/16/87,1.6,1.430742740581005
6/17/87,0.1,1.4321734833215858
6/18/87,0.8,1.4436308711881585
6/19/87,1.2,1.4609544416424165
6/22/87,2.5,1.4974783026834766
6/23/87,-1.3,1.4780110847485914
6/24/87,-1.4,1.4573189295621112
6/25/87,2.0,1.4864653081533534
6/26/87,-1.8,1.459708932606593
6/29/87,0.7,1.469926895134839
6/30/87,-3.8,1.414069673119715
7/1/87,-1.1,1.398514906715398
7/2/87,2.7,1.4362748091967137
7/6/87,-0.8,1.42478461072314
7/7/87,2.4,1.4589794413804953
7/8/87,0.8,1.4706512769115392
7/9/87,-0.8,1.4588860666962469
7/10/87,0.8,1.470557155229817
7/13/87,-0.9,1.4573221408327486
7/14/87,3.0,1.501041805057731
7/15/87,-0.3,1.4965386796425575
7/16/87,2.2,1.529462530594694
7/17/87,1.8,1.5569928561453985
7/20/87,-3.1,1.5087260776048912
7/21/87,-2.8,1.4664817474319545
7/22/87,-0.1,1.4650152656845223
7/23/87,-0.6,1.4562251740904153
7/24/87,1.3,1.4751561013535903
7/27/87,1.2,1.4928579745698336
7/28/87,1.7,1.5182365601375207
7/29/87,3.2,1.5668201300619211
7/30/87,2.2,1.6012901729232836
7/31/87,0.5,1.6092966237878998
8/3/87,-1.1,1.5915943609262329
8/4/87,-1.2,1.572495228595118
8/5/87,2.0,1.6039451331670205
8/6/87,3.5,1.660083212827866
8/7/87,1.0,1.6766840449561446
8/10/87,4.6,1.7538115110241277
8/11/87,4.9,1.8397482750643093
8/12/87,-0.9,1.8231905405887308
8/13/87,2.0,1.8596543514005053
8/14/87,-0.6,1.8484964252921023
8/17/87,0.1,1.8503449217173944
8/18/87,-4.4,1.7689297451618289
8/19/87,0.5,1.7777743938876378
8/20/87,4.6,1.859552016006469
8/21/87,0.8,1.8744284321345208
8/24/87,-0.1,1.8725540037023864
8/25/87,0.8,1.8875344357320052
8/26/87,-2.0,1.8497837470173653
8/27/87,-2.9,1.7961400183538616
8/28/87,-3.9,1.726090557638061
8/31/87,2.5,1.7692428215790124
9/1/87,-5.9,1.6648574951058506
9/2/87,-1.6,1.638219775184157
9/3/87,-1.4,1.6152846983315787
9/4/87,-3.3,1.5619803032866366
9/8/87,-3.2,1.5119969335814645
9/9/87,0.4,1.51804492131579
9/10/87,3.0,1.5635862689552638
9/11/87,4.6,1.635511237327206
9/14/87,0.9,1.6502308384631508
9/15/87,-4.9,1.5693695273784565
9/16/87,-2.8,1.5254271806118591
9/17/87,0.0,1.5254271806118591
9/18/87,-0.1,1.5239017534312476
9/21/87,-4.2,1.4598978797871351
9/22/87,8.6,1.585449097448829
9/23/87,1.5,1.6092308339105612
9/24/87,-1.2,1.5899200639036344
9/25/87,0.4,1.596279744159249
9/28/87,4.4,1.666516052902256
9/29/87,-3.1,1.614854055262286
9/30/87,0.0,1.614854055262286
10/1/87,5.2,1.6988264661359251
10/2/87,0.6,1.7090194249327406
10/5/87,0.0,1.7090194249327406
10/6/87,-8.1,1.5705888515131887
10/7/87,-0.7,1.5595947295525965
10/8/87,-4.2,1.4940917509113874
10/9/87,-2.8,1.4522571818858685
10/12/87,-2.1,1.4217597810662652
10/13/87,5.0,1.4928477701195786
10/14/87,-8.9,1.3599843185789362
10/15/87,-7.1,1.2634254319598317
10/16/87,-15.6,1.066331064574098
10/19/87,-61.5,0.4105374598610277
10/20/87,15.9,0.4758129159789311
10/21/87,27.2,0.6052340291252004
10/22/87,-11.7,0.534421647717552
10/23/87,0.0,0.534421647717552
10/26/87,-24.9,0.4013506574358815
10/27/87,7.3,0.4306492554287008
10/28/87,0.0,0.4306492554287008
10/29/87,14.7,0.4939546959767198
10/30/87,8.6,0.5364347998307178
11/2/87,4.7,0.5616472354227615
11/3/87,-5.8,0.5290716957682413
11/4/87,-2.2,0.51743211846134
11/5/87,7.0,0.5536523667536338
11/6/87,-4.8,0.5270770531494594
11/9/87,-8.7,0.4812213495254565
11/10/87,-5.2,0.4561978393501327
11/11/87,3.6,0.4726209615667375
11/12/87,8.2,0.51137588041521
11/13/87,-3.5,0.4934777246006776
11/16/87,1.3,0.4998929350204864
11/17/87,-4.5,0.4773977529445645
11/18/87,3.1,0.4921970832858459
11/19/87,-6.8,0.4587276816224084
11/20/87,2.6,0.470654601344591
11/23/87,1.0,0.4753611473580369
11/24/87,4.2,0.4953263155470745
11/25/87,-2.8,0.4814571787117564
11/27/87,-0.1,0.4809757215330447
11/30/87,-17.1,0.398728873150894
12/1/87,2.4,0.4082983661065155
12/2/87,1.7,0.4152394383303262
12/3/87,-10.6,0.3712240578673116
12/4/87,-1.8,0.3645420248257
12/7/87,6.4,0.3878727144145448
12/8/87,8.0,0.4189025315677084
12/9/87,5.1,0.4402665606776615
12/10/87,-6.6,0.4112089676729358
12/11/87,2.1,0.4198443559940675
12/14/87,8.7,0.4563708149655514
12/15/87,0.7,0.4595654106703102
12/16/87,6.4,0.4889775969532101
12/17/87,-6.2,0.458660985942111
12/18/87,7.7,0.4939778818596536
12/21/87,0.3,0.4954598155052325
12/22/87,0.4,0.4974416547672534
12/23/87,3.9,0.5168418793031763
12/24/87,-1.2,0.5106397767515382
12/28/87,-7.8,0.4708098741649182
12/29/87,-1.3,0.4646893458007742
12/30/87,3.9,0.4828122302870044
12/31/87,-0.9,0.4784669202144214
1/4/88,10.5,0.5287059468369356
1/5/88,3.3,0.5461532430825544
1/6/88,0.3,0.547791702811802
1/7/88,2.4,0.5609387036792852
1/8/88,-20.2,0.4476290855360696
1/11/88,4.9,0.4695629107273371
1/12/88,-2.5,0.4578238379591536
1/13/88,0.6,0.4605707809869085
1/14/88,0.0,0.4605707809869085
1/15/88,7.5,0.4951135895609267
1/18/88,-0.2,0.4941233623818049
1/19/88,-3.2,0.4783114147855871
1/20/88,-8.1,0.4395681901879545
1/21/88,0.6,0.4422055993290823
1/22/88,4.1,0.4603360289015746
1/25/88,6.9,0.4920992148957833
1/26/88,-3.0,0.4773362384489097
1/27/88,-0.3,0.475904229733563
1/28/88,4.7,0.4982717285310405
1/29/88,4.4,0.5201956845864063
2/1/88,-2.4,0.5077109881563325
2/2/88,0.7,0.5112649650734268
2/3/88,-3.9,0.4913256314355631
2/4/88,0.2,0.4923082826984342
2/5/88,-1.4,0.4854159667406562
2/8/88,-2.3,0.474251399505621
2/9/88,3.2,0.4894274442898009
2/10/88,5.8,0.5178142360586094
2/11/88,-0.9,0.513153907934082
2/12/88,2.0,0.5234169860927637
2/16/88,-0.2,0.5223701521205781
2/17/88,1.9,0.532295185010869
2/18/88,-1.6,0.5237784620506951
2/19/88,4.3,0.546300935918875
2/22/88,4.5,0.5708844780352242
2/23/88,-0.7,0.5668882866889776
2/24/88,-0.5,0.5640538452555327
2/25/88,-3.3,0.5454400683621001
2/26/88,1.0,0.5508944690457211
2/29/88,6.0,0.5839481371884645
3/1/88,-0.5,0.5810283965025221
3/2/88,0.9,0.5862576520710447
3/3/88,-0.2,0.5850851367669027
3/4/88,-0.7,0.5809895408095344
3/7/88,0.0,0.5809895408095344
3/8/88,2.3,0.5943523002481536
3/9/88,-0.4,0.591974891047161
3/10/88,-5.9,0.5570483724753784
3/11/88,1.2,0.563732952945083
3/14/88,1.5,0.5721889472392592
3/15/88,-0.4,0.5699001914503021
3/16/88,3.0,0.5869971971938112
3/17/88,2.8,0.6034331187152379
3/18/88,-0.2,0.6022262524778074
3/21/88,-2.7,0.5859661436609066
3/22/88,0.1,0.5865521098045674
3/23/88,0.1,0.5871386619143719
3/24/88,-6.2,0.5507360648756808
3/25/88,-5.4,0.520996317372394
3/28/88,-0.6,0.5178703394681596
3/29/88,2.3,0.5297813572759272
3/30/88,-2.3,0.5175963860585809
3/31/88,0.9,0.5222547535331081
4/4/88,-3.3,0.5050203466665155
4/5/88,2.9,0.5196659367198444
4/6/88,8.0,0.561239211657432
4/7/88,0.8,0.5657291253506914
4/8/88,3.6,0.5860953738633163
4/11/88,0.7,0.5901980414803595
4/12/88,1.3,0.5978706160196041
4/13/88,0.2,0.5990663572516434
4/14/88,-13.2,0.5199895980944265
4/15/88,0.1,0.5205095876925209
4/18/88,-0.8,0.5163455109909807
4/19/88,-1.6,0.508083982815125
4/20/88,-2.0,0.4979223031588225
4/21/88,0.2,0.4989181477651401
4/22/88,4.3,0.5203716281190411
4/25/88,2.7,0.5344216620782553
4/26/88,1.7,0.5435068303335855
4/27/88,-0.2,0.5424198166729183
4/28/88,-1.4,0.5348259392394974
4/29/88,-1.5,0.526803550150905
5/2/88,0.2,0.5278571572512067
5/3/88,1.7,0.5368307289244773
5/4/88,-3.0,0.5207258070567429
5/5/88,-1.6,0.512394194143835
5/6/88,-1.6,0.5041958870375337
5/9/88,-0.9,0.4996581240541958
5/10/88,1.2,0.5056540215428462
5/11/88,-5.1,0.479865666444161
5/12/88,0.6,0.482744860442826
5/13/88,3.4,0.4991581856978821
5/16/88,2.3,0.5106388239689333
5/17/88,-3.7,0.4917451874820828
5/18/88,-4.8,0.4681414184829428
5/19/88,1.4,0.474695398341704
5/20/88,0.4,0.4765941799350708
5/23/88,-2.6,0.4642027312567589
5/24/88,3.2,0.4790572186569752
5/25/88,0.3,0.480494390312946
5/26/88,1.0,0.4852993342160755
5/27/88,-1.3,0.4789904428712665
5/31/88,10.2,0.5278474680441357
6/1/88,5.2,0.5552955363824308
6/2/88,-1.6,0.5464108078003119
6/3/88,1.3,0.553514148301716
6/6/88,0.5,0.5562817190432245
6/7/88,-2.1,0.5445998029433168
6/8/88,7.1,0.5832663889522922
6/9/88,-1.4,0.5751006595069601
6/10/88,1.1,0.5814267667615366
6/13/88,0.1,0.582008193528298
6/14/88,3.2,0.6006324557212036
6/15/88,0.1,0.6012330881769248
6/16/88,-5.1,0.5705702006799016
6/17/88,1.0,0.5762759026867006
6/20/88,-2.0,0.5647503846329666
6/21/88,3.0,0.5816928961719556
6/22/88,4.4,0.6072873836035217
6/23/88,-0.9,0.6018217971510901
6/24/88,-1.0,0.5958035791795792
6/27/88,-5.3,0.5642259894830615
6/28/88,3.7,0.5851023510939347
6/29/88,-1.5,0.5763258158275257
6/30/88,2.7,0.5918866128548689
7/1/88,-1.9,0.5806407672106264
7/5/88,4.5,0.6067696017351045
7/6/88,-4.3,0.580678508860495
7/7/88,-0.2,0.579517151842774
7/8/88,-2.0,0.5679268088059185
7/11/88,0.5,0.570766442849948
7/12/88,-3.1,0.5530726831215996
7/13/88,1.5,0.5613687733684236
7/14/88,1.1,0.5675438298754762
7/15/88,2.0,0.5788947064729858
7/18/88,-1.8,0.568474601756472
7/19/88,-2.3,0.5553996859160731
7/20/88,1.6,0.5642860808907303
7/21/88,-3.7,0.5434074958977733
7/22/88,-3.7,0.5233014185495556
7/25/88,1.2,0.5295810355721503
7/26/88,0.7,0.5332881028211554
7/27/88,-3.1,0.5167561716336995
7/28/88,4.0,0.5374264184990475
7/29/88,6.8,0.5739714149569828
8/1/88,0.1,0.5745453863719397
8/2/88,0.0,0.5745453863719397
8/3/88,1.1,0.580865385622031
8/4/88,-1.0,0.5750567317658107
8/5/88,-0.9,0.5698812211799185
8/8/88,-1.3,0.5624727653045796
8/9/88,-3.7,0.5416612729883101
8/10/88,-5.2,0.513494886792918
8/11/88,1.0,0.5186298356608472
8/12/88,-0.3,0.5170739461538647
8/15/88,-4.4,0.4943226925230947
8/16/88,2.2,0.5051977917586028
8/17/88,0.2,0.50620818734212
8/18/88,0.3,0.5077268119041464
8/19/88,-1.0,0.5026495437851048
8/22/88,-3.8,0.4835488611212709
8/23/88,0.2,0.4845159588435134
8/24/88,4.6,0.506803692950315
8/25/88,-2.2,0.495654011705408
8/26/88,0.5,0.498132281763935
8/29/88,3.1,0.513574382498617
8/30/88,0.2,0.5146015312636142
8/31/88,-1.2,0.5084263128884509
9/1/88,-3.6,0.4901229656244666
9/2/88,7.2,0.5254118191494282
9/6/88,1.1,0.5311913491600719
9/7/88,0.2,0.5322537318583921
9/8/88,0.1,0.5327859855902504
9/9/88,1.1,0.5386466314317431
9/12/88,-0.6,0.5354147516431527
9/13/88,1.1,0.5413043139112272
9/14/88,2.1,0.552671704503363
9/15/88,-1.4,0.5449343006403159
9/16/88,2.7,0.5596475267576044
9/19/88,-2.0,0.5484545762224523
9/20/88,1.1,0.5544875765608992
9/21/88,0.5,0.5572600144437037
9/22/88,-1.2,0.5505728942703793
9/23/88,0.6,0.5538763316360016
9/26/88,-0.9,0.5488914446512776
9/27/88,-0.7,0.5450492045387186
9/28/88,2.0,0.555950188629493
9/29/88,2.9,0.5720727440997482
9/30/88,-0.8,0.5674961621469502
10/3/88,-0.6,0.5640911851740685
10/4/88,-0.8,0.559578455692676
10/5/88,1.3,0.5668529756166807
10/6/88,0.5,0.569687240494764
10/7/88,6.3,0.6055775366459342
10/10/88,0.1,0.6061831141825801
10/11/88,-0.5,0.6031521986116671
10/12/88,-4.2,0.5778198062699771
10/13/88,1.3,0.5853314637514867
10/14/88,0.3,0.5870874581427411
10/17/88,0.8,0.5917841578078831
10/18/88,3.2,0.6107212508577353
10/19/88,-2.6,0.5948424983354342
10/20/88,6.3,0.6323175757305666
10/21/88,0.8,0.6373761163364111
10/24/88,-1.5,0.6278154745913649
10/25/88,0.1,0.6284432900659562
10/26/88,-1.0,0.6221588571652966
10/27/88,-4.4,0.5947838674500235
10/28/88,1.3,0.6025160577268738
10/31/88,0.4,0.6049261219577813
11/1/88,0.2,0.6061359742016968
11/2/88,0.1,0.6067421101758985
11/3/88,0.1,0.6073488522860744
11/4/88,-2.9,0.5897357355697782
11/7/88,-2.5,0.5749923421805337
11/8/88,1.3,0.5824672426288806
11/9/88,-1.9,0.5714003650189319
11/10/88,0.4,0.5736859664790076
11/11/88,-6.4,0.536970064624351
11/14/88,-0.1,0.5364330945597267
11/15/88,0.6,0.539651693127085
11/16/88,-5.0,0.5126691084707308
11/17/88,0.7,0.5162577922300259
11/18/88,2.1,0.5270992058668563
11/21/88,-0.4,0.5249908090433889
11/22/88,1.1,0.5307657079428661
11/23/88,2.0,0.5413810221017235
11/25/88,-2.0,0.530553401659689
11/28/88,1.5,0.5385117026845843
11/29/88,2.5,0.5519744952516988
11/30/88,2.9,0.5679817556139981
12/1/88,-1.2,0.5611659745466301
12/2/88,-0.8,0.5566766467502571
12/5/88,3.4,0.5756036527397659
12/6/88,2.9,0.592296158669219
12/7/88,0.5,0.595257639462565
12/8/88,-1.7,0.5851382595917014
12/9/88,0.5,0.5880639508896599
12/12/88,-0.7,0.5839475032334323
12/13/88,-0.2,0.5827796082269654
12/14/88,-1.2,0.5757862529282418
12/15/88,-1.1,0.5694526041460312
12/16/88,2.1,0.5814111088330978
12/19/88,2.8,0.5976906198804245
12/20/88,-1.6,0.5881275699623377
12/21/88,-0.3,0.5863631872524507
12/22/88,-0.5,0.5834313713161885
12/23/88,1.1,0.5898491164006665
12/27/88,-1.3,0.5821810778874579
12/28/88,0.3,0.5839276211211202
12/29/88,2.5,0.5985258116491481
12/30/88,-1.8,0.5877523470394634
1/3/89,-3.4,0.5677687672401217
1/4/89,5.3,0.5978605119038481
1/5/89,0.5,0.6008498144633673
1/6/89,0.7,0.6050557631646107
1/9/89,0.3,0.6068709304541045
1/10/89,-0.7,0.6026228339409258
1/11/89,1.6,0.6122647992839806
1/12/89,1.2,0.6196119768753884
1/13/89,0.7,0.6239492607135161
1/16/89,0.2,0.6251971592349431
1/17/89,-0.7,0.6208207791202985
1/18/89,3.1,0.6400662232730278
1/19/89,0.4,0.6426264881661199
1/20/89,-0.4,0.6400559822134554
1/23/89,-2.3,0.6253346946225459
1/24/89,4.1,0.6509734171020702
1/25/89,0.8,0.6561812044388868
1/26/89,2.5,0.6725857345498589
1/27/89,2.3,0.6880552064445056
1/30/89,1.0,0.6949357585089506
1/31/89,2.5,0.7123091524716744
2/1/89,-0.4,0.7094599158617877
2/2/89,-0.2,0.7080409960300641
2/3/89,0.2,0.7094570780221242
2/6/89,-0.8,0.7037814213979472
2/7/89,3.6,0.7291175525682733
2/8/89,-1.1,0.7210972594900222
2/9/89,-2.5,0.7030698280027716
2/10/89,-4.1,0.674243965054658
2/13/89,0.5,0.6776151848799312
2/14/89,-0.8,0.6721942634008917
2/15/89,2.6,0.6896713142493149
2/16/89,0.5,0.6931196708205615
2/17/89,2.0,0.7069820642369727
2/21/89,-0.9,0.7006192256588399
2/22/89,-5.2,0.6641870259245802
2/23/89,1.2,0.6721572702356752
2/24/89,-5.1,0.6378772494536558
2/27/89,0.6,0.6417045129503777
2/28/89,1.1,0.6487632625928318
3/1/89,-1.9,0.636436760603568
3/2/89,2.9,0.6548934266610714
3/3/89,1.2,0.6627521477810043
3/6/89,3.7,0.6872739772489015
3/7/89,-1.0,0.6804012374764125
3/8/89,0.3,0.6824424411888417
3/9/89,-0.2,0.6810775563064639
3/10/89,-1.1,0.6735857031870929
3/13/89,2.3,0.689078174360396
3/14/89,-0.3,0.6870109398373148
3/15/89,1.5,0.6973161039348744
3/16/89,2.7,0.716143638741116
3/17/89,-6.8,0.6674458713067201
3/20/89,-3.0,0.6474224951675185
3/21/89,1.4,0.6564864100998637
3/22/89,-0.9,0.650578032408965
3/23/89,-1.7,0.6395182058580126
3/27/89,1.7,0.6503900153575987
3/28/89,1.0,0.6568939155111746
3/29/89,0.8,0.662149066835264
3/30/89,0.2,0.6634733649689345
3/31/89,2.3,0.6787332523632199
4/3/89,1.5,0.6889142511486681
4/4/89,-1.0,0.6820251086371815
